query,mode,rater,relevance,accuracy,completeness,usefulness,json_valid
Sebutkan event yang relevan untuk jurusan Sistem Informasi (kalau ada).,engineered,A,5,1,5,5,1
Sebutkan event yang relevan untuk jurusan Sistem Informasi (kalau ada).,engineered,B,4,1,4,4,1
Saya ingin daftar semua event dengan biaya < Rp100.000 di November 2025.,baseline,A,3,1,3,3,0
Saya ingin daftar semua event dengan biaya < Rp100.000 di November 2025.,baseline,B,3,1,4,3,1
Saya ingin daftar semua event dengan biaya < Rp100.000 di November 2025.,engineered,A,4,1,3,3,0
Saya ingin daftar semua event dengan biaya < Rp100.000 di November 2025.,engineered,B,4,1,5,5,1
Urutkan event berdasarkan biaya (termurah→termahal) bulan Desember 2025.,baseline,A,3,1,3,2,0
Urutkan event berdasarkan biaya (termurah→termahal) bulan Desember 2025.,baseline,B,2,1,2,2,1
Urutkan event berdasarkan biaya (termurah→termahal) bulan Desember 2025.,engineered,A,4,1,4,4,1
Urutkan event berdasarkan biaya (termurah→termahal) bulan Desember 2025.,engineered,B,4,1,3,4,1
Event apa saja yang butuh registrasi H-1 sebelum acara?,baseline,A,3,1,3,3,0
Event apa saja yang butuh registrasi H-1 sebelum acara?,baseline,B,4,1,4,3,1
Event apa saja yang butuh registrasi H-1 sebelum acara?,engineered,A,4,1,4,4,1
Event apa saja yang butuh registrasi H-1 sebelum acara?,engineered,B,4,0,4,5,1
Tampilkan event yang menerima peserta dari luar UIB.,baseline,A,3,1,2,3,0
Tampilkan event yang menerima peserta dari luar UIB.,baseline,B,3,1,3,4,0
Tampilkan event yang menerima peserta dari luar UIB.,engineered,A,4,1,4,4,1
Tampilkan event yang menerima peserta dari luar UIB.,engineered,B,5,1,4,5,1
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,baseline,A,3,1,3,3,1
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,baseline,B,4,1,3,2,1
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,engineered,A,3,1,4,4,1
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,engineered,B,4,1,3,5,1
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",baseline,A,3,1,3,3,1
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",baseline,B,3,0,3,3,1
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",engineered,A,4,1,4,4,1
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",engineered,B,3,1,4,3,1
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,baseline,A,2,0,3,4,0
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,baseline,B,2,0,5,3,1
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,engineered,A,4,1,4,5,1
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,engineered,B,4,1,4,4,1
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,baseline,A,3,1,3,3,0
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,baseline,B,3,1,3,4,0
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,engineered,A,5,1,4,4,1
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,engineered,B,4,1,4,4,1
Tampilkan event yang memiliki sesi networking.,baseline,A,3,1,3,4,1
Tampilkan event yang memiliki sesi networking.,baseline,B,4,0,3,3,0
Tampilkan event yang memiliki sesi networking.,engineered,A,4,1,5,5,0
Tampilkan event yang memiliki sesi networking.,engineered,B,4,1,3,4,1
Apakah ada event yang menyediakan doorprize?,baseline,A,3,1,3,4,1
Apakah ada event yang menyediakan doorprize?,baseline,B,4,0,4,3,0
Apakah ada event yang menyediakan doorprize?,engineered,A,4,1,4,5,1
Apakah ada event yang menyediakan doorprize?,engineered,B,2,1,4,5,1
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,baseline,A,2,1,4,3,1
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,baseline,B,3,1,2,3,1
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,engineered,A,4,0,5,5,1
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,engineered,B,4,1,3,5,1
Apakah ada event yang memerlukan perangkat/laptop?,baseline,A,3,0,3,4,0
Apakah ada event yang memerlukan perangkat/laptop?,baseline,B,3,0,4,4,1
Apakah ada event yang memerlukan perangkat/laptop?,engineered,A,4,0,4,5,1
Apakah ada event yang memerlukan perangkat/laptop?,engineered,B,4,1,5,5,1
Ada acara di bulan 12 yang topiknya ‘data science’?,baseline,A,4,1,3,2,0
Ada acara di bulan 12 yang topiknya ‘data science’?,baseline,B,2,0,3,2,1
Ada acara di bulan 12 yang topiknya ‘data science’?,engineered,A,4,1,5,5,1
Ada acara di bulan 12 yang topiknya ‘data science’?,engineered,B,5,1,5,5,1
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,baseline,A,3,1,3,3,1
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,baseline,B,4,0,3,3,1
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,engineered,A,3,1,4,5,1
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,engineered,B,5,1,4,5,0
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,baseline,A,3,1,3,3,1
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,baseline,B,4,1,2,4,1
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,engineered,A,4,1,3,5,1
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,engineered,B,3,1,5,5,0
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,baseline,A,2,0,3,2,1
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,baseline,B,4,1,3,3,1
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,engineered,A,3,0,4,4,1
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,engineered,B,5,1,5,5,1
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,baseline,A,2,1,4,4,0
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,baseline,B,3,1,3,4,1
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,engineered,A,4,1,4,3,1
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,engineered,B,4,1,5,3,1
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,baseline,A,3,1,3,4,1
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,baseline,B,3,1,2,3,1
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,engineered,A,4,1,5,5,1
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,engineered,B,3,1,5,4,1
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",baseline,A,4,1,3,4,0
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",baseline,B,4,1,4,4,1
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",engineered,A,4,1,3,4,1
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",engineered,B,5,1,4,4,1
Ada event yang sudah full booked? (jika ada indikatornya),baseline,A,4,1,3,4,1
Ada event yang sudah full booked? (jika ada indikatornya),baseline,B,3,1,3,2,1
Ada event yang sudah full booked? (jika ada indikatornya),engineered,A,4,1,5,5,1
Ada event yang sudah full booked? (jika ada indikatornya),engineered,B,3,1,5,5,1
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,baseline,A,3,1,3,3,1
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,baseline,B,3,1,5,3,1
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,engineered,A,5,1,4,5,1
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,engineered,B,4,1,4,3,0
Tampilkan event yang dapat ditonton ulang (recording tersedia).,baseline,A,4,1,3,4,0
Tampilkan event yang dapat ditonton ulang (recording tersedia).,baseline,B,3,1,3,3,0
Tampilkan event yang dapat ditonton ulang (recording tersedia).,engineered,A,5,1,4,5,1
Tampilkan event yang dapat ditonton ulang (recording tersedia).,engineered,B,5,1,5,5,0
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,baseline,A,3,1,2,4,1
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,baseline,B,4,1,3,4,1
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,engineered,A,3,1,4,4,1
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,engineered,B,5,1,5,4,1
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,baseline,A,4,1,2,4,1
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,baseline,B,3,1,4,3,1
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,engineered,A,3,1,4,5,1
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,engineered,B,5,1,5,4,1
Apakah ada event keuangan/bisnis di Q4 2025?,baseline,A,3,1,3,2,0
Apakah ada event keuangan/bisnis di Q4 2025?,baseline,B,4,0,3,4,1
Apakah ada event keuangan/bisnis di Q4 2025?,engineered,A,4,1,5,5,1
Apakah ada event keuangan/bisnis di Q4 2025?,engineered,B,4,1,4,4,1
Tampilkan 3 event dengan waktu paling pagi di November 2025.,baseline,A,3,1,3,4,1
Tampilkan 3 event dengan waktu paling pagi di November 2025.,baseline,B,4,1,3,4,1
Tampilkan 3 event dengan waktu paling pagi di November 2025.,engineered,A,4,0,5,3,1
Tampilkan 3 event dengan waktu paling pagi di November 2025.,engineered,B,4,1,4,5,0
Urutkan event Oktober 2025 berdasarkan abjad judul.,baseline,A,3,1,3,3,1
Urutkan event Oktober 2025 berdasarkan abjad judul.,baseline,B,3,0,3,3,1
Urutkan event Oktober 2025 berdasarkan abjad judul.,engineered,A,4,1,4,4,1
Urutkan event Oktober 2025 berdasarkan abjad judul.,engineered,B,5,1,5,4,1
Saya butuh agenda UIB minggu ini (Senin–Minggu).,baseline,A,2,1,2,3,1
Saya butuh agenda UIB minggu ini (Senin–Minggu).,baseline,B,3,0,3,3,1
Saya butuh agenda UIB minggu ini (Senin–Minggu).,engineered,A,4,1,5,5,1
Saya butuh agenda UIB minggu ini (Senin–Minggu).,engineered,B,5,0,5,4,0
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",baseline,A,3,1,3,3,1
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",baseline,B,3,1,4,3,0
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",engineered,A,4,1,4,5,1
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",engineered,B,4,1,4,4,1
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,baseline,A,2,1,2,4,1
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,baseline,B,4,1,3,3,0
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,engineered,A,3,0,5,3,1
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,engineered,B,4,1,4,4,1
Ada info beasiswa atau seminar beasiswa di Q4 2025?,baseline,A,3,1,3,3,0
Ada info beasiswa atau seminar beasiswa di Q4 2025?,baseline,B,3,0,3,4,0
Ada info beasiswa atau seminar beasiswa di Q4 2025?,engineered,A,4,1,5,4,1
Ada info beasiswa atau seminar beasiswa di Q4 2025?,engineered,B,4,0,4,4,1
Tuliskan daftar event khusus mahasiswa baru di Oktober–Desember 2025.,baseline,A,3,1,3,4,1
Tuliskan daftar event khusus mahasiswa baru di Oktober–Desember 2025.,baseline,B,3,1,4,4,0
Tuliskan daftar event khusus mahasiswa baru di Oktober–Desember 2025.,engineered,A,4,1,4,4,1
Tuliskan daftar event khusus mahasiswa baru di Oktober–Desember 2025.,engineered,B,5,1,4,3,1
event november mending ikut yang mana ya? kasih 3 opsi + alasan ringkas.,baseline,A,2,1,2,4,1
event november mending ikut yang mana ya? kasih 3 opsi + alasan ringkas.,baseline,B,3,1,4,3,1
event november mending ikut yang mana ya? kasih 3 opsi + alasan ringkas.,engineered,A,5,1,4,5,1
event november mending ikut yang mana ya? kasih 3 opsi + alasan ringkas.,engineered,B,4,0,5,4,1
Apakah ada event yang mensyaratkan email UIB untuk pendaftaran?,baseline,A,3,1,2,3,1
Apakah ada event yang mensyaratkan email UIB untuk pendaftaran?,baseline,B,3,1,4,3,1
Apakah ada event yang mensyaratkan email UIB untuk pendaftaran?,engineered,A,4,1,3,5,0
Apakah ada event yang mensyaratkan email UIB untuk pendaftaran?,engineered,B,3,1,4,4,1
Filter event bulan 11 yang topiknya ‘UI/UX’.,baseline,A,4,1,2,3,0
Filter event bulan 11 yang topiknya ‘UI/UX’.,baseline,B,3,1,2,4,1
Filter event bulan 11 yang topiknya ‘UI/UX’.,engineered,A,4,1,3,4,1
Filter event bulan 11 yang topiknya ‘UI/UX’.,engineered,B,4,1,5,3,1
Apakah ada kompetisi yang diselenggarakan UIB di Q4 2025?,baseline,A,3,1,3,2,1
Apakah ada kompetisi yang diselenggarakan UIB di Q4 2025?,baseline,B,4,1,4,3,1
Apakah ada kompetisi yang diselenggarakan UIB di Q4 2025?,engineered,A,4,1,4,5,1
Apakah ada kompetisi yang diselenggarakan UIB di Q4 2025?,engineered,B,4,0,5,5,0
Beri saya 5 event untuk meningkatkan kemampuan presentasi di Q4 2025.,baseline,A,3,1,2,3,0
Beri saya 5 event untuk meningkatkan kemampuan presentasi di Q4 2025.,baseline,B,2,1,4,4,0
Beri saya 5 event untuk meningkatkan kemampuan presentasi di Q4 2025.,engineered,A,4,1,4,4,1
Beri saya 5 event untuk meningkatkan kemampuan presentasi di Q4 2025.,engineered,B,4,1,4,5,1
Apa ada event keluarga (family day/open house) di Desember 2025?,baseline,A,3,0,3,3,0
Apa ada event keluarga (family day/open house) di Desember 2025?,baseline,B,3,1,4,4,0
Apa ada event keluarga (family day/open house) di Desember 2025?,engineered,A,4,1,5,5,1
Apa ada event keluarga (family day/open house) di Desember 2025?,engineered,B,4,0,5,5,1
Sebutkan 3 event yang lokasinya di Auditorium UIB.,baseline,A,2,1,4,2,1
Sebutkan 3 event yang lokasinya di Auditorium UIB.,baseline,B,3,1,3,4,0
Sebutkan 3 event yang lokasinya di Auditorium UIB.,engineered,A,3,1,5,4,1
Sebutkan 3 event yang lokasinya di Auditorium UIB.,engineered,B,4,0,4,5,1
Berikan daftar event yang mendukung aksesibilitas (misal sign language/ramah disabilitas) bila tersedia.,baseline,A,4,1,3,3,1
Berikan daftar event yang mendukung aksesibilitas (misal sign language/ramah disabilitas) bila tersedia.,baseline,B,3,1,3,3,1
Berikan daftar event yang mendukung aksesibilitas (misal sign language/ramah disabilitas) bila tersedia.,engineered,A,5,1,4,5,1
Berikan daftar event yang mendukung aksesibilitas (misal sign language/ramah disabilitas) bila tersedia.,engineered,B,4,0,5,5,0
Apakah ada kuliah tamu (guest lecture) di bulan November 2025?,baseline,A,3,1,3,4,1
Apakah ada kuliah tamu (guest lecture) di bulan November 2025?,baseline,B,3,1,3,3,0
Apakah ada kuliah tamu (guest lecture) di bulan November 2025?,engineered,A,4,1,5,4,1
Apakah ada kuliah tamu (guest lecture) di bulan November 2025?,engineered,B,3,1,5,5,1
Saya ingin format keluaran: satu paragraf ringkas untuk 3 event terdekat bulan ini.,baseline,A,3,0,2,4,1
Saya ingin format keluaran: satu paragraf ringkas untuk 3 event terdekat bulan ini.,baseline,B,3,1,3,2,1
Saya ingin format keluaran: satu paragraf ringkas untuk 3 event terdekat bulan ini.,engineered,A,4,1,5,3,1
Saya ingin format keluaran: satu paragraf ringkas untuk 3 event terdekat bulan ini.,engineered,B,3,1,4,5,1
Berikan perbandingan 2 event yang bertema sama di November 2025 (pro/kontra singkat).,baseline,A,2,1,2,4,0
Berikan perbandingan 2 event yang bertema sama di November 2025 (pro/kontra singkat).,baseline,B,2,1,4,2,1
Berikan perbandingan 2 event yang bertema sama di November 2025 (pro/kontra singkat).,engineered,A,4,1,5,3,1
Berikan perbandingan 2 event yang bertema sama di November 2025 (pro/kontra singkat).,engineered,B,4,1,4,4,1
Tampilkan event yang bekerja sama dengan organisasi pemerintah (jika ada).,baseline,A,4,1,3,4,0
Tampilkan event yang bekerja sama dengan organisasi pemerintah (jika ada).,baseline,B,5,1,3,3,0
Tampilkan event yang bekerja sama dengan organisasi pemerintah (jika ada).,engineered,A,4,1,5,4,1
Tampilkan event yang bekerja sama dengan organisasi pemerintah (jika ada).,engineered,B,4,1,5,4,0
Apa saja event literasi digital di Q4 2025?,baseline,A,5,1,3,4,0
Apa saja event literasi digital di Q4 2025?,baseline,B,3,1,2,3,1
Apa saja event literasi digital di Q4 2025?,engineered,A,4,1,5,4,0
Apa saja event literasi digital di Q4 2025?,engineered,B,4,1,4,4,1
Sebutkan event hybrid yang bisa diikuti dari luar Batam pada Desember 2025.,baseline,A,4,1,3,3,1
Sebutkan event hybrid yang bisa diikuti dari luar Batam pada Desember 2025.,baseline,B,3,1,3,4,0
Sebutkan event hybrid yang bisa diikuti dari luar Batam pada Desember 2025.,engineered,A,4,1,4,4,1
Sebutkan event hybrid yang bisa diikuti dari luar Batam pada Desember 2025.,engineered,B,4,1,4,5,1
Apakah ada workshop intensif (≥ 4 jam) di November 2025?,baseline,A,3,1,3,3,1
Apakah ada workshop intensif (≥ 4 jam) di November 2025?,baseline,B,3,1,5,2,0
Apakah ada workshop intensif (≥ 4 jam) di November 2025?,engineered,A,5,1,4,4,1
Apakah ada workshop intensif (≥ 4 jam) di November 2025?,engineered,B,3,0,4,4,1
Saya ingin event setelah jam 18:00 di Oktober 2025.,baseline,A,3,1,3,4,1
Saya ingin event setelah jam 18:00 di Oktober 2025.,baseline,B,4,1,4,3,1
Saya ingin event setelah jam 18:00 di Oktober 2025.,engineered,A,5,1,4,5,1
Saya ingin event setelah jam 18:00 di Oktober 2025.,engineered,B,5,1,4,3,0
Buatkan daftar event yang cocok untuk portofolio mahasiswa desain di Q4 2025.,baseline,A,3,1,2,3,0
Buatkan daftar event yang cocok untuk portofolio mahasiswa desain di Q4 2025.,baseline,B,4,1,2,2,1
Buatkan daftar event yang cocok untuk portofolio mahasiswa desain di Q4 2025.,engineered,A,5,0,5,5,1
Buatkan daftar event yang cocok untuk portofolio mahasiswa desain di Q4 2025.,engineered,B,4,1,5,5,1
Sebutkan 2 event yang paling cocok untuk calon mahasiswa UIB.,baseline,A,3,1,5,3,1
Sebutkan 2 event yang paling cocok untuk calon mahasiswa UIB.,baseline,B,3,0,3,4,1
Sebutkan 2 event yang paling cocok untuk calon mahasiswa UIB.,engineered,A,5,1,4,4,1
Sebutkan 2 event yang paling cocok untuk calon mahasiswa UIB.,engineered,B,4,1,4,4,1
Berikan saya rute pendaftaran tercepat untuk 2 sertifikasi di November 2025 (jika ada tautannya).,baseline,A,3,1,3,3,0
Berikan saya rute pendaftaran tercepat untuk 2 sertifikasi di November 2025 (jika ada tautannya).,baseline,B,4,1,3,3,1
Berikan saya rute pendaftaran tercepat untuk 2 sertifikasi di November 2025 (jika ada tautannya).,engineered,A,4,1,5,4,1
Berikan saya rute pendaftaran tercepat untuk 2 sertifikasi di November 2025 (jika ada tautannya).,engineered,B,4,1,4,5,1
