query,mode,rater,relevance,accuracy,completeness,usefulness,json_valid
Event apa saja yang butuh registrasi H-1 sebelum acara?,engineered,Delvin,,,,,
Event apa saja yang butuh registrasi H-1 sebelum acara?,engineered,Calvin,,,,,
Tampilkan event yang menerima peserta dari luar UIB.,baseline,Delvin,,,,,
Tampilkan event yang menerima peserta dari luar UIB.,baseline,Calvin,,,,,
Tampilkan event yang menerima peserta dari luar UIB.,engineered,Delvin,,,,,
Tampilkan event yang menerima peserta dari luar UIB.,engineered,Calvin,,,,,
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,baseline,Delvin,,,,,
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,baseline,Calvin,,,,,
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,engineered,Delvin,,,,,
Apakah ada event dengan kuota prioritas untuk mahasiswa baru?,engineered,Calvin,,,,,
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",baseline,Delvin,,,,,
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",baseline,Calvin,,,,,
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",engineered,Delvin,,,,,
"Beri output JSON: [{""title"",""date"",""register_url""}] untuk sertifikasi November 2025.",engineered,Calvin,,,,,
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,baseline,Delvin,,,,,
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,baseline,Calvin,,,,,
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,engineered,Delvin,,,,,
Buat ringkasan 5 baris untuk seluruh event bertema ‘karier’ bulan November 2025.,engineered,Calvin,,,,,
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,baseline,Delvin,,,,,
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,baseline,Calvin,,,,,
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,engineered,Delvin,,,,,
Saya ingin event yang diadakan pada jam kerja (09:00–17:00) saja di Oktober 2025.,engineered,Calvin,,,,,
Tampilkan event yang memiliki sesi networking.,baseline,Delvin,,,,,
Tampilkan event yang memiliki sesi networking.,baseline,Calvin,,,,,
Tampilkan event yang memiliki sesi networking.,engineered,Delvin,,,,,
Tampilkan event yang memiliki sesi networking.,engineered,Calvin,,,,,
Apakah ada event yang menyediakan doorprize?,baseline,Delvin,,,,,
Apakah ada event yang menyediakan doorprize?,baseline,Calvin,,,,,
Apakah ada event yang menyediakan doorprize?,engineered,Delvin,,,,,
Apakah ada event yang menyediakan doorprize?,engineered,Calvin,,,,,
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,baseline,Delvin,,,,,
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,baseline,Calvin,,,,,
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,engineered,Delvin,,,,,
Sertakan penjelasan apakah ada dress code untuk event-event November 2025 (jika tercantum).,engineered,Calvin,,,,,
Apakah ada event yang memerlukan perangkat/laptop?,baseline,Delvin,,,,,
Apakah ada event yang memerlukan perangkat/laptop?,baseline,Calvin,,,,,
Apakah ada event yang memerlukan perangkat/laptop?,engineered,Delvin,,,,,
Apakah ada event yang memerlukan perangkat/laptop?,engineered,Calvin,,,,,
Ada acara di bulan 12 yang topiknya ‘data science’?,baseline,Delvin,,,,,
Ada acara di bulan 12 yang topiknya ‘data science’?,baseline,Calvin,,,,,
Ada acara di bulan 12 yang topiknya ‘data science’?,engineered,Delvin,,,,,
Ada acara di bulan 12 yang topiknya ‘data science’?,engineered,Calvin,,,,,
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,baseline,Delvin,,,,,
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,baseline,Calvin,,,,,
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,engineered,Delvin,,,,,
Tuliskan hanya tanggal (YYYY-MM-DD) semua webinar bulan 11.,engineered,Calvin,,,,,
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,baseline,Delvin,,,,,
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,baseline,Calvin,,,,,
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,engineered,Delvin,,,,,
formatkan jawaban dalam bullet yang sangat singkat untuk event Q4 2025.,engineered,Calvin,,,,,
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,baseline,Delvin,,,,,
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,baseline,Calvin,,,,,
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,engineered,Delvin,,,,,
Sebutkan 2 event paling relevan untuk alumni UIB di November 2025.,engineered,Calvin,,,,,
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,baseline,Delvin,,,,,
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,baseline,Calvin,,,,,
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,engineered,Delvin,,,,,
Tampilkan event yang target audiensnya dosen atau staff (jika ada).,engineered,Calvin,,,,,
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,baseline,Delvin,,,,,
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,baseline,Calvin,,,,,
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,engineered,Delvin,,,,,
Cari 3 gambar kampus UIB bertema ‘perpustakaan’ beserta sumbernya.,engineered,Calvin,,,,,
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",baseline,Delvin,,,,,
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",baseline,Calvin,,,,,
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",engineered,Delvin,,,,,
"Gambar ‘laboratorium UIB’ 2 contoh, link sumber wajib ada.",engineered,Calvin,,,,,
Ada event yang sudah full booked? (jika ada indikatornya),baseline,Delvin,,,,,
Ada event yang sudah full booked? (jika ada indikatornya),baseline,Calvin,,,,,
Ada event yang sudah full booked? (jika ada indikatornya),engineered,Delvin,,,,,
Ada event yang sudah full booked? (jika ada indikatornya),engineered,Calvin,,,,,
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,baseline,Delvin,,,,,
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,baseline,Calvin,,,,,
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,engineered,Delvin,,,,,
Sebutkan event yang mensyaratkan prasyarat tertentu (misal lulus modul A).,engineered,Calvin,,,,,
Tampilkan event yang dapat ditonton ulang (recording tersedia).,baseline,Delvin,,,,,
Tampilkan event yang dapat ditonton ulang (recording tersedia).,baseline,Calvin,,,,,
Tampilkan event yang dapat ditonton ulang (recording tersedia).,engineered,Delvin,,,,,
Tampilkan event yang dapat ditonton ulang (recording tersedia).,engineered,Calvin,,,,,
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,baseline,Delvin,,,,,
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,baseline,Calvin,,,,,
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,engineered,Delvin,,,,,
Buat daftar event yang relevan untuk persiapan magang industri bulan November 2025.,engineered,Calvin,,,,,
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,baseline,Delvin,,,,,
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,baseline,Calvin,,,,,
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,engineered,Delvin,,,,,
Beri 3 event untuk pengembangan soft skill pada Desember 2025.,engineered,Calvin,,,,,
Apakah ada event keuangan/bisnis di Q4 2025?,baseline,Delvin,,,,,
Apakah ada event keuangan/bisnis di Q4 2025?,baseline,Calvin,,,,,
Apakah ada event keuangan/bisnis di Q4 2025?,engineered,Delvin,,,,,
Apakah ada event keuangan/bisnis di Q4 2025?,engineered,Calvin,,,,,
Tampilkan 3 event dengan waktu paling pagi di November 2025.,baseline,Delvin,,,,,
Tampilkan 3 event dengan waktu paling pagi di November 2025.,baseline,Calvin,,,,,
Tampilkan 3 event dengan waktu paling pagi di November 2025.,engineered,Delvin,,,,,
Tampilkan 3 event dengan waktu paling pagi di November 2025.,engineered,Calvin,,,,,
Urutkan event Oktober 2025 berdasarkan abjad judul.,baseline,Delvin,,,,,
Urutkan event Oktober 2025 berdasarkan abjad judul.,baseline,Calvin,,,,,
Urutkan event Oktober 2025 berdasarkan abjad judul.,engineered,Delvin,,,,,
Urutkan event Oktober 2025 berdasarkan abjad judul.,engineered,Calvin,,,,,
Saya butuh agenda UIB minggu ini (Senin–Minggu).,baseline,Delvin,,,,,
Saya butuh agenda UIB minggu ini (Senin–Minggu).,baseline,Calvin,,,,,
Saya butuh agenda UIB minggu ini (Senin–Minggu).,engineered,Delvin,,,,,
Saya butuh agenda UIB minggu ini (Senin–Minggu).,engineered,Calvin,,,,,
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",baseline,Delvin,,,,,
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",baseline,Calvin,,,,,
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",engineered,Delvin,,,,,
"Jika saya hanya available tanggal 25–30 November 2025, event apa yang cocok?",engineered,Calvin,,,,,
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,baseline,Delvin,,,,,
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,baseline,Calvin,,,,,
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,engineered,Delvin,,,,,
Tampilkan event yang punya narasumber dari industri (bukan internal) di Q4 2025.,engineered,Calvin,,,,,
Ada info beasiswa atau seminar beasiswa di Q4 2025?,baseline,Delvin,,,,,
Ada info beasiswa atau seminar beasiswa di Q4 2025?,baseline,Calvin,,,,,
Ada info beasiswa atau seminar beasiswa di Q4 2025?,engineered,Delvin,,,,,
Ada info beasiswa atau seminar beasiswa di Q4 2025?,engineered,Calvin,,,,,
